ProteinGroups,ProteinAccessions,Genes,ProteinDescriptions,UniProtIds,ProteinNames,FastaFiles,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11
E9Q9K5,E9Q9K5,Trdn,Triadin,E9Q9K5,TRDN_MOUSE,UP000000589_mouse_reviewed_can_220920,41927.73828,106289.5078,63645.86719,100681.8281,149444,55068.58594,36017.84766,90547.34375,77216.75781,151555.6094,96514.67188
E9Q9U0;G5E8G2;Q61068;Q7M764,E9Q9U0;G5E8G2;Q61068;Q7M764,Usp17lb;Usp17ld;Usp17la;Usp17le,Ubiquitin carboxyl-terminal hydrolase 17-like protein B;Ubiquitin carboxyl-terminal hydrolase 17-like protein D;Ubiquitin carboxyl-terminal hydrolase 17-like protein A;Ubiquitin carboxyl-terminal hydrolase 17-like protein E,E9Q9U0;G5E8G2;Q61068;Q7M764,U17PB_MOUSE;U17PD_MOUSE;U17PA_MOUSE;U17PE_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,Filtered,Filtered,Filtered,Filtered,1.532583714,Filtered,Filtered,Filtered,Filtered,Filtered
E9QA62,E9QA62,Lmod3,Leiomodin-3,E9QA62,LMOD3_MOUSE,UP000000589_mouse_reviewed_can_220920,26838.96875,28780.53516,27028.22852,27534.48828,31252.60352,16593.60938,21674.18164,11231.62109,17071.01563,19190.7832,10942.45898
E9QAT4,E9QAT4,Sec16a,Protein transport protein Sec16A,E9QAT4,SC16A_MOUSE,UP000000589_mouse_reviewed_can_220920,86809.10156,68252,84760.03125,85009.46094,73758.9375,84490.99219,71073.53125,68826.70313,80373.33594,59462.04688,75919.125
ENSEMBL:ENSBTAP00000016046,ENSEMBL:ENSBTAP00000016046,,,,,MaxQuant Contaminants,104930.4609,107269.5469,109417.6719,118938.3359,109332.8125,108624.0781,67083.77344,103403.6641,120727.1172,109474.2578,116417.4531
F2YMG0,F2YMG0,Prss56,Serine protease 56,F2YMG0,PRS56_MOUSE,UP000000589_mouse_reviewed_can_220920,260.8890991,632.3319702,1119.430176,1595.456055,447.6471252,152.1328583,522.491272,586.2831421,956.1986694,682.1219482,1074.028076
F2Z472,F2Z472,Svs3a,Seminal vesicle secretory protein 3A,F2Z472,SVS3A_MOUSE,UP000000589_mouse_reviewed_can_220920,47270.00781,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,297805.5,935.2876587,40693.78125,Filtered
F6ZDS4,F6ZDS4,Tpr,Nucleoprotein TPR,F6ZDS4,TPR_MOUSE,UP000000589_mouse_reviewed_can_220920,95526.47656,105936.5547,101774.8125,104021.0938,103212.4453,86274.32031,76956.96875,85068.92969,97119.61719,90023.61719,91226.4375
F8VPU2,F8VPU2,Farp1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",F8VPU2,FARP1_MOUSE,UP000000589_mouse_reviewed_can_220920,681.5656128,1150.00415,333.4723206,947.6068726,974.505188,1411.39978,934.8221436,1042.83667,942.6259766,862.2051392,843.1768799
G5E829,G5E829,Atp2b1,Plasma membrane calcium-transporting ATPase 1,G5E829,AT2B1_MOUSE,UP000000589_mouse_reviewed_can_220920,159462.0625,173454.3281,171054.1094,140117.25,158865.75,163055.0625,151919.125,170675,163265.75,150383.7031,172099.4844
G5E870,G5E870,Trip12,E3 ubiquitin-protein ligase TRIP12,G5E870,TRIPC_MOUSE,UP000000589_mouse_reviewed_can_220920,35962.46484,36458.35156,36234.5625,34232.68359,32332.46094,31745.1582,27823.20703,29001.88477,33159.87891,28338.11914,28036.57617
G5E897,G5E897,Poglut3,Protein O-glucosyltransferase 3,G5E897,PLGT3_MOUSE,UP000000589_mouse_reviewed_can_220920,21308.70508,20103.54688,20407.87695,21287.50781,16991.97461,15141.16016,15055.77246,13651.52344,16780.93945,15501.68848,15308.86816
G5E8K5,G5E8K5,Ank3,Ankyrin-3,G5E8K5,ANK3_MOUSE,UP000000589_mouse_reviewed_can_220920,273448.2813,280400.125,300708.4688,269392.625,271253.75,246214.7656,243058.1563,231192.1406,245550.7969,241058.4531,252450.9531
G5E8V9,G5E8V9,Arfip1,Arfaptin-1,G5E8V9,ARFP1_MOUSE,UP000000589_mouse_reviewed_can_220920,46754.16016,58191.05859,56073.41797,48826.73828,62427.65234,47339.77344,44535.31641,42378.26953,50512.67969,45680.05859,42066.18359
O08528,O08528,Hk2,Hexokinase-2,O08528,HXK2_MOUSE,UP000000589_mouse_reviewed_can_220920,2478933.75,2123589.5,2067830.75,2175256.25,2050432.375,2526609.25,2394840.75,2193429.75,1921298.375,1770213.125,1974402.75
O08529,O08529,Capn2,Calpain-2 catalytic subunit,O08529,CAN2_MOUSE,UP000000589_mouse_reviewed_can_220920,424114.5,415702.4375,400478.1563,385319.625,366294.8438,425292.3125,432231.9688,430536.5938,431464.7813,402193.2188,423373.2188
O08532,O08532,Cacna2d1,Voltage-dependent calcium channel subunit alpha-2/delta-1,O08532,CA2D1_MOUSE,UP000000589_mouse_reviewed_can_220920,2930698,2846317.75,2716751.25,2652355.75,2735573.25,3560965.75,3486139,3189083.75,2551771.25,2624059.5,3385622.25
O08547,O08547,Sec22b,Vesicle-trafficking protein SEC22b,O08547,SC22B_MOUSE,UP000000589_mouse_reviewed_can_220920,202893.2344,219024.125,190980.375,169724.4531,197485.4063,190662.2656,167131.4688,174953.6094,219073.1563,200177.2969,223250.8125
O08553,O08553,Dpysl2,Dihydropyrimidinase-related protein 2,O08553,DPYL2_MOUSE,UP000000589_mouse_reviewed_can_220920,2026688,2133953,1921826.625,2098150.5,2103822.25,1550771,1510763.5,1626261.125,1958733,1897543.75,2001861.125
O08573,O08573,Lgals9,Galectin-9,O08573,LEG9_MOUSE,UP000000589_mouse_reviewed_can_220920,81072.32813,92579.33594,82067.67188,89007.97656,84546.125,72330.11719,61143.69141,76116.04688,114755.4375,75496.25,63980.54297
O08579,O08579,Emd,Emerin,O08579,EMD_MOUSE,UP000000589_mouse_reviewed_can_220920,64719.91406,63139.76563,62780.59375,63029.88281,75058.1875,61175.27344,61354.57422,62757.02734,57484.96094,66760.74219,64097.48828
O08580,O08580,Esrra,Steroid hormone receptor ERR1,O08580,ERR1_MOUSE,UP000000589_mouse_reviewed_can_220920,5419.776855,5442.929199,5432.250977,5321.733887,4721.980957,3984.413574,6078.615723,6618.374023,5046.927246,4510.925781,5395.35791
O08582,O08582,Gtpbp1,GTP-binding protein 1,O08582,GTPB1_MOUSE,UP000000589_mouse_reviewed_can_220920,89917.66406,87917.61719,87260.14063,89270.57813,83052.84375,96050.91406,82308.46094,88282.15625,96055.58594,91435.96094,91286.60938
O08583,O08583,Alyref,THO complex subunit 4,O08583,THOC4_MOUSE,UP000000589_mouse_reviewed_can_220920,157112.9531,125690.2578,167832.1406,145275.5313,121445.8359,120446.1172,155841.0469,124827.6563,158558.7344,134403.6563,136079.9063
O08585,O08585,Clta,Clathrin light chain A,O08585,CLCA_MOUSE,UP000000589_mouse_reviewed_can_220920,122829.3828,243859.75,111757.9688,136649.875,207533.875,97658.98438,45278.41016,147750.25,157185.3906,190241.8438,146531.4688
O08599,O08599,Stxbp1,Syntaxin-binding protein 1,O08599,STXB1_MOUSE,UP000000589_mouse_reviewed_can_220920,36260.125,44527.94922,38719.85938,39780.98047,39360.39063,4937.489746,12155.43164,22811.14844,36680.59766,25035.75586,38723.13672
O08600,O08600,Endog,"Endonuclease G, mitochondrial",O08600,NUCG_MOUSE,UP000000589_mouse_reviewed_can_220920,1257330.5,1079651.25,1214979.75,1333773.625,1119699.875,1173088.5,1204738.625,1266117.625,1187166.875,1049397.5,1042015.813
O08601,O08601,Mttp,Microsomal triglyceride transfer protein large subunit,O08601,MTP_MOUSE,UP000000589_mouse_reviewed_can_220920,6157.204102,7427.839844,4416.912598,5003.107422,4791.897949,8576.84082,6911.729004,6007.10791,18745.31445,10747.38477,7107.030273
O08638,O08638,Myh11,Myosin-11,O08638,MYH11_MOUSE,UP000000589_mouse_reviewed_can_220920,6967129,8038910.5,5635175.5,6741217,7165183.5,4404480.5,4444591,4438269,8038958.5,8205153,5021908
O08663,O08663,Metap2,Methionine aminopeptidase 2,O08663,MAP2_MOUSE,UP000000589_mouse_reviewed_can_220920,264147.9063,219507.875,255568.7656,261890.2969,231927.5469,251181.7813,231423.2813,241527.6719,222337.3906,204405.375,216435.6406
O08677,O08677,Kng1,Kininogen-1,O08677,KNG1_MOUSE,UP000000589_mouse_reviewed_can_220920,544682.3125,723501.3125,723491.0625,727284.8125,498835.9688,560308.125,665037,695290.125,850682.3125,742245.875,696676.125
O08709,O08709,Prdx6,Peroxiredoxin-6,O08709,PRDX6_MOUSE,UP000000589_mouse_reviewed_can_220920,7241091,7445244,6909767.5,7493995.5,7529999,7302663.5,7425265,7277129.5,7649832,7522259,6836708
O08715,O08715,Akap1,"A-kinase anchor protein 1, mitochondrial",O08715,AKAP1_MOUSE,UP000000589_mouse_reviewed_can_220920,221390.9688,255409.5469,230894.2031,233137.1406,253703.9219,278777.9688,248058.5938,278032.25,256456.6094,239270.3125,255038.0313
O08739,O08739,Ampd3,AMP deaminase 3,O08739,AMPD3_MOUSE,UP000000589_mouse_reviewed_can_220920,539505.5625,583934.375,555647.9375,563702.4375,508250.1563,521184.0313,616017.375,576475.75,547132.0625,575949.3125,508158.4688
O08749,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",O08749,DLDH_MOUSE,UP000000589_mouse_reviewed_can_220920,11748283,11458776,11952532,12119131,11534005,11877227,11808572,11463310,12253185,12122236,12024484
O08756,O08756,Hsd17b10,3-hydroxyacyl-CoA dehydrogenase type-2,O08756,HCD2_MOUSE,UP000000589_mouse_reviewed_can_220920,3916994.5,3656202.5,3353425.25,3633537.25,3402842.5,4283778,4192532,4201761.5,3551921,3616652.75,3861666.25
O08759,O08759,Ube3a,Ubiquitin-protein ligase E3A,O08759,UBE3A_MOUSE,UP000000589_mouse_reviewed_can_220920,271058,250617.2188,267156.3125,256288.375,234580.6563,244735.8125,232988.3594,241515.8594,219763.7969,202269.25,211194.0781
O08784,O08784,Tcof1,Treacle protein,O08784,TCOF_MOUSE,UP000000589_mouse_reviewed_can_220920,62755.88281,66490.0625,66803.10156,64629.51172,72817.26563,64846.92969,43697.94141,58335.73047,98134.125,52128.53906,56904.38672
O08788,O08788,Dctn1,Dynactin subunit 1,O08788,DCTN1_MOUSE,UP000000589_mouse_reviewed_can_220920,571773.75,585767.6875,578392.875,568809.875,580828.0625,580824,548150.3125,537916.0625,594755.1875,574660.8125,573755
O08795,O08795,Prkcsh,Glucosidase 2 subunit beta,O08795,GLU2B_MOUSE,UP000000589_mouse_reviewed_can_220920,550767.125,615877.25,592500.9375,573731.375,593963.25,470950.3125,507156.25,564198.625,622677.5625,619212.1875,595567.0625
O08807,O08807,Prdx4,Peroxiredoxin-4,O08807,PRDX4_MOUSE,UP000000589_mouse_reviewed_can_220920,79259.24219,73164.03125,85837.80469,81338.375,93733.39063,68507.94531,63448.39453,60457.25781,76441.28125,64904.58203,63612.85938
O08808,O08808,Diaph1,Protein diaphanous homolog 1,O08808,DIAP1_MOUSE,UP000000589_mouse_reviewed_can_220920,25632.18555,25888.33398,25427.31055,34532.98047,22536.4375,19078.58789,28130.45703,24891.43945,37681.29297,29190.72656,21900.70898
O08810,O08810,Eftud2,116 kDa U5 small nuclear ribonucleoprotein component,O08810,U5S1_MOUSE,UP000000589_mouse_reviewed_can_220920,607542.9375,586689.3125,660729.5,630142,554149.125,615442.625,522704.9688,569550.25,608529.75,512757.75,533522
O08848,O08848,RO60,RNA-binding protein Ro60,O08848,RO60_MOUSE,UP000000589_mouse_reviewed_can_220920,9464.708984,11060.27441,7608.490234,9308.991211,9262.856445,7193.827637,8423.429688,8090.87207,6416.338379,5826.676758,7638.855469
O08911,O08911,Mapk12,Mitogen-activated protein kinase 12,O08911,MK12_MOUSE,UP000000589_mouse_reviewed_can_220920,23980.61523,28879.70508,24065.10547,23045.97656,27920.26563,19030.86719,21344.44531,19883.41016,25465.77344,23463.00195,27358.48047
O08915,O08915,Aip,AH receptor-interacting protein,O08915,AIP_MOUSE,UP000000589_mouse_reviewed_can_220920,70587.1875,129318.6016,72105.94531,66051.15625,70057.38281,77604.875,76937.70313,61047.98828,56825.90625,65574.95313,67682.38281
O08917,O08917,Flot1,Flotillin-1,O08917,FLOT1_MOUSE,UP000000589_mouse_reviewed_can_220920,447986.6875,433413.7188,412576.4688,410165.5,404773.75,362725.0625,357979.0938,319199.1563,270332.8125,237130.5781,311287.2188
O08934,O08934,Uncx,Homeobox protein unc-4 homolog,O08934,UNC4_MOUSE,UP000000589_mouse_reviewed_can_220920,52135.74219,63894.35156,82393.48438,39946.87109,46550.32422,52523.44922,16761.7168,Filtered,46182.94141,Filtered,89111.125
O08992,O08992,Sdcbp,Syntenin-1,O08992,SDCB1_MOUSE,UP000000589_mouse_reviewed_can_220920,88831.77344,106178.9844,106393.7969,98880.99219,114631.4453,111834.2031,87250,99734.125,130503.9297,127894.0703,104446.8594
O08997,O08997,Atox1,Copper transport protein ATOX1,O08997,ATOX1_MOUSE,UP000000589_mouse_reviewed_can_220920,627599.5625,659806.25,540461.6875,650264.5625,663626.25,877697.875,647478.9375,719508.9375,768922.625,565532.375,541629.3125
O09000,O09000,Ncoa3,Nuclear receptor coactivator 3,O09000,NCOA3_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,1453.908691,Filtered,Filtered,802.8447266,343.9717712,Filtered,522.7667236,1559.504028,885.4129639,426.0773315
O09044,O09044,Snap23,Synaptosomal-associated protein 23,O09044,SNP23_MOUSE,UP000000589_mouse_reviewed_can_220920,241976.1719,219372.2188,225750.6563,171441.0625,148254.375,164068.5,186170.1719,145032.6406,197391.6875,177777.7969,159719.4531
O09061,O09061,Psmb1,Proteasome subunit beta type-1,O09061,PSB1_MOUSE,UP000000589_mouse_reviewed_can_220920,627374.75,581570.5,591743.3125,637483.25,574393.5625,651557.5625,625645.1875,621384.1875,613419.4375,587105.125,564177.3125
O09106,O09106,Hdac1,Histone deacetylase 1,O09106,HDAC1_MOUSE,UP000000589_mouse_reviewed_can_220920,93697.85156,87553.91406,85778.94531,118175.9844,81542.73438,69875.21094,89905.39844,87904.98438,138493.2344,80844.35156,88914.17188
O09110,O09110,Map2k3,Dual specificity mitogen-activated protein kinase kinase 3,O09110,MP2K3_MOUSE,UP000000589_mouse_reviewed_can_220920,8595.926758,11339.12207,8794.500977,9359.364258,10636.91699,12018.16309,10787.05664,13322.38379,8955.419922,9206.297852,7799.645508
O09111,O09111,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",O09111,NDUBB_MOUSE,UP000000589_mouse_reviewed_can_220920,9436028,8365663,9180236,8329131,8721709,10393222,9245343,8869577,10064361,8926585,10058610
O09114,O09114,Ptgds,Prostaglandin-H2 D-isomerase,O09114,PTGDS_MOUSE,UP000000589_mouse_reviewed_can_220920,66433.86719,109841.4453,123555.5234,73838.53906,105773.7891,71203.92188,42087.88672,59018.46484,111452.5078,79793.65625,37546.125
O09117,O09117,Sypl1,Synaptophysin-like protein 1,O09117,SYPL1_MOUSE,UP000000589_mouse_reviewed_can_220920,154594.4063,127281.2656,126986.0156,119924.7656,107977.9063,59629.93359,117489.1719,56176.25391,102637.5469,106405.9453,114413.5703
O09118,O09118,Ntn1,Netrin-1,O09118,NET1_MOUSE,UP000000589_mouse_reviewed_can_220920,11564.12695,8023.496094,11752.3418,6357.000488,6728.343262,8306.894531,10942.19141,7256.119141,7097.47168,7891.463867,4289.205566
O09131,O09131,Gsto1,Glutathione S-transferase omega-1,O09131,GSTO1_MOUSE,UP000000589_mouse_reviewed_can_220920,3210479.5,2950744.5,2991143.5,3482245.25,3252256.5,4667794,4844006,4309860.5,4380092,4163874.5,4041014.5
O09161,O09161,Casq2,Calsequestrin-2,O09161,CASQ2_MOUSE,UP000000589_mouse_reviewed_can_220920,5434435,5552461.5,5700160.5,5688409.5,6049707.5,7162493.5,6327754.5,6470108,6224593.5,6269212.5,6421902.5
O09164,O09164,Sod3,Extracellular superoxide dismutase [Cu-Zn],O09164,SODE_MOUSE,UP000000589_mouse_reviewed_can_220920,49950.39844,41471.61719,36113.04688,53319.57813,49342.09766,16613.41211,18293.56836,25465.85742,31909.22852,37003.28906,29670.53516
O09167,O09167,Rpl21,60S ribosomal protein L21,O09167,RL21_MOUSE,UP000000589_mouse_reviewed_can_220920,199210.8594,171069.0156,194249.9219,185846.2656,187174.4688,212264.0469,233113.4219,205379.8281,183496.0469,163597.4531,185577.7813
O09172,O09172,Gclm,Glutamate--cysteine ligase regulatory subunit,O09172,GSH0_MOUSE,UP000000589_mouse_reviewed_can_220920,89198.57813,103337.9063,135352.9063,106629.2188,73717.02344,62070.80469,72051.34375,72594.70313,99570.89844,93666.07031,98066.46875
O09174,O09174,Amacr,Alpha-methylacyl-CoA racemase,O09174,AMACR_MOUSE,UP000000589_mouse_reviewed_can_220920,338052.9688,206625.9063,259543.4844,331082.0313,213011.5938,336194.625,352496.1875,353295.375,360010.75,376307.2188,355262.7813
O35071,O35071,Kif1c,Kinesin-like protein KIF1C,O35071,KIF1C_MOUSE,UP000000589_mouse_reviewed_can_220920,18944.28125,23485.47852,18323.67773,15319.40234,17125.43555,22375.5918,19358.68359,16942.29297,20435.47461,15056.28613,20618.69727
O35074,O35074,Ptgis,Prostacyclin synthase,O35074,PTGIS_MOUSE,UP000000589_mouse_reviewed_can_220920,89640.27344,96770.66406,80376.96094,97861.25,86443.92188,51022.43359,57973.32422,59823.27344,98185.78125,87680.89844,73660.19531
O35075,O35075,Vps26c,Vacuolar protein sorting-associated protein 26C,O35075,VP26C_MOUSE,UP000000589_mouse_reviewed_can_220920,42059.39453,40348.19922,40495.47266,34536.27344,31869.3457,22522.48438,36648.26563,24499.52344,34494.76172,19323.11719,25969.24805
O35083,O35083,Agpat1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,O35083,PLCA_MOUSE,UP000000589_mouse_reviewed_can_220920,10557.39551,9956.634766,13869.44922,15451.02832,9850.699219,21039.13477,21295.21875,18254.53516,11852.06836,17386.70898,12712.18848
O35111,O35111,Kcnk3,Potassium channel subfamily K member 3,O35111,KCNK3_MOUSE,UP000000589_mouse_reviewed_can_220920,1983.783203,1615.268677,2734.37793,Filtered,794.7487793,3398.710205,2814.464355,1251.304565,1758.787842,579.0736084,1783.321533
O35114,O35114,Scarb2,Lysosome membrane protein 2,O35114,SCRB2_MOUSE,UP000000589_mouse_reviewed_can_220920,121964.8906,130746.9531,132934.25,123368.4609,118157.6328,179948.7344,174780.625,152172.4375,199744.1406,192728.8906,225881.7031
O35127,O35127,Grcc10,Protein C10,O35127,C10_MOUSE,UP000000589_mouse_reviewed_can_220920,124574.3516,128472.3828,131407.4063,133347.1719,128430.3906,118561.7969,118537.8516,103016.2031,115509.4375,90285.67188,131041.6641
O35129,O35129,Phb2,Prohibitin-2,O35129,PHB2_MOUSE,UP000000589_mouse_reviewed_can_220920,3886783.25,3718788,3308481.5,3906094,3780836.25,4698257.5,4729107.5,4656099.5,4375648,4161356.25,3790838
O35143,O35143,Atp5if1,"ATPase inhibitor, mitochondrial",O35143,ATIF1_MOUSE,UP000000589_mouse_reviewed_can_220920,247691.3594,769256.1875,225227.0938,438324.0938,669618.3125,305276.5,152170.9688,751054.3125,444248.5313,508244.9688,677281.25
O35144,O35144,Terf2,Telomeric repeat-binding factor 2,O35144,TERF2_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,2488.474365,1205.110474,1655.908569,1839.682983,2876.189209,8984.701172,2036.669189,4093.210205,1158.104248,9196.894531
O35166,O35166,Gosr2,Golgi SNAP receptor complex member 2,O35166,GOSR2_MOUSE,UP000000589_mouse_reviewed_can_220920,37145.69141,34503.21484,41463.90625,26157.79688,31237.42773,67576.30469,32879.00781,39475.73438,35692.57031,24603.35156,39062.04297
O35206,O35206,Col15a1,Collagen alpha-1(XV) chain,O35206,COFA1_MOUSE,UP000000589_mouse_reviewed_can_220920,467306.25,444014.5625,474340.875,550823.9375,480506.7813,409300.9375,452961.5938,425743.75,438900.7188,434207,458851.25
O35215,O35215,Ddt,D-dopachrome decarboxylase,O35215,DOPD_MOUSE,UP000000589_mouse_reviewed_can_220920,2914909.25,3137768.5,3074164.25,2919768.75,3358239.75,2651464.75,2256312.25,2771817.75,3132477,3496853.25,2577845
O35219,O35219,Kcnh2,Potassium voltage-gated channel subfamily H member 2,O35219,KCNH2_MOUSE,UP000000589_mouse_reviewed_can_220920,Filtered,165881.8125,Filtered,Filtered,128200.7969,161474.9219,142152.0781,92102.60156,148219.2031,57622.79688,147438.6719
O35226,O35226,Psmd4,26S proteasome non-ATPase regulatory subunit 4,O35226,PSMD4_MOUSE,UP000000589_mouse_reviewed_can_220920,551010.9375,514774.4375,547823.3125,545438.125,542030,548989.3125,469188.4688,506630.25,528933.625,506167.9375,508088.3438
O35231,O35231,Kifc3,Kinesin-like protein KIFC3,O35231,KIFC3_MOUSE,UP000000589_mouse_reviewed_can_220920,1896.105591,10955.15234,1648.795288,1566.623169,5925.309082,2692.84082,2530.228271,6691.293457,3571.528564,4412.331543,5311.26416
O35250,O35250,Exoc7,Exocyst complex component 7,O35250,EXOC7_MOUSE,UP000000589_mouse_reviewed_can_220920,20049.33789,19843.13477,15835.62793,19979.05859,16615.70508,23856.27148,23012.76367,19273.04297,17815.33789,15065.68555,16357.46191
O35286,O35286,Dhx15,ATP-dependent RNA helicase DHX15,O35286,DHX15_MOUSE,UP000000589_mouse_reviewed_can_220920,37854.14453,35813.66406,39819.24609,39530.44141,39249.78906,38732.59375,36400.50781,44281.32813,48359.77344,37975,36497.29688
O35295,O35295,Purb,Transcriptional activator protein Pur-beta,O35295,PURB_MOUSE,UP000000589_mouse_reviewed_can_220920,271658.6563,277874.5625,281124.3125,285658.25,286494,213092.5625,213442.3438,226730.1563,222493.5938,221125.7969,236098.2813
O35309,O35309,Nmi,N-myc-interactor,O35309,NMI_MOUSE,UP000000589_mouse_reviewed_can_220920,81810.83594,74046.01563,80865.25781,90497.60156,58986.70703,20673.06836,45215.32031,49987.37109,45777.125,66422.85156,56808.74219
O35316,O35316,Slc6a6,Sodium- and chloride-dependent taurine transporter,O35316,SC6A6_MOUSE,UP000000589_mouse_reviewed_can_220920,8088.084473,6068.76709,6319.383301,2554.267578,2982.86792,6314.533203,5244.518555,5695.378418,5177.018555,4031.621094,3996.210449
O35326,O35326,Srsf5,Serine/arginine-rich splicing factor 5,O35326,SRSF5_MOUSE,UP000000589_mouse_reviewed_can_220920,33524.91016,31523.51367,36568.40234,34610.23047,25070.53516,27475.6875,25347.22852,23668.83203,34158.23828,17108.59766,25721.54297
O35343,O35343,Kpna4,Importin subunit alpha-3,O35343,IMA3_MOUSE,UP000000589_mouse_reviewed_can_220920,150337.8438,160677.7813,162491.4063,152165.7188,157339.1406,141805.4688,148277.625,157004.8438,137751.625,158707.125,147124.0781
O35344,O35344,Kpna3,Importin subunit alpha-4,O35344,IMA4_MOUSE,UP000000589_mouse_reviewed_can_220920,180667.25,176985.8438,190476.5156,174592.7344,159340.4531,169637.375,165252.2969,159860.3281,149136.9375,149290.625,145678.8125
O35345,O35345,Kpna6,Importin subunit alpha-7,O35345,IMA7_MOUSE,UP000000589_mouse_reviewed_can_220920,137611.5469,136484.9063,144404.9375,144818.625,116255.5938,142794.2813,136341.6094,141075.7969,142773.6406,137479.9844,117921.3359
O35350,O35350,Capn1,Calpain-1 catalytic subunit,O35350,CAN1_MOUSE,UP000000589_mouse_reviewed_can_220920,130510.7266,115397.8984,113846.0781,120234.8828,108085.2813,122119.0313,116121.2969,112219.2969,104091.2422,96965.46875,114938.1875
O35379,O35379,Abcc1,Multidrug resistance-associated protein 1,O35379,MRP1_MOUSE,UP000000589_mouse_reviewed_can_220920,13822.13086,15544.42773,11108.88477,11257.8623,9323.049805,15981.70605,13935.54785,11702.69824,9652.356445,8110.74707,12131.59082
O35381,O35381,Anp32a,Acidic leucine-rich nuclear phosphoprotein 32 family member A,O35381,AN32A_MOUSE,UP000000589_mouse_reviewed_can_220920,582073.625,609484.75,653143,643883.3125,552580.5625,650943.875,582025.75,635113.5625,696613.0625,655039.625,630287.25
