Location	chr	gene_name
52058459	12	AC025259.3
152970666	1	SPRR4
58476191	18	AC105105.5
58446275	18	AC105105.2
54007299	1	LDLRAD1
80386178	4	AC105917.1
152878317	1	SMCP
90905622	12	CCER1
29111918	CHR_HSCHR6_MHC_APD_CTG1	OR2J3
30931353	6	SFTA2
13700198	1	PRDM2
90281848	15	AC091167.3
172380028	4	AC108064.1
170581470	4	HSP90AA6P
55654558	12	AC009779.4
55638912	12	AC009779.5
126556323	8	PCAT1
89236386	4	GPRIN3
29879004	CHR_HSCHR6_MHC_MCF_CTG1	HLA-H
89119284	4	AC104785.1
43281883	1	C1orf210
30021043	CHR_HSCHR6_MHC_MCF_CTG1	HLA-A
29878546	CHR_HSCHR6_MHC_MCF_CTG1	HCG4P7
104835997	14	RPS2P4
53220663	1	AL606760.3
179806398	5	SQSTM1
104830838	14	RPS26P49
128843564	3	MARK2P17
69054730	3	UBA3
8733800	3	CAV3
55385837	12	OR6C66P
8682943	3	OR7E122P
113953705	13	C13orf46
55362975	12	OR6C75
126174186	8	RFPL4AP5
55330043	12	OR6C3
31652247	1	COL16A1
162957258	6	AL590286.1
163042557	6	PACRG-AS2
55193882	12	OR10U1P
151169987	1	VPS72
80079532	4	KPNA2P1
36513255	2	AC007378.1
47688463	1	LINC01738
140619694	3	AC048346.1
119439843	2	SCTR
231453531	2	NCL
32236688	3	AC097639.1
149129584	3	HPS3
179236691	3	KCNMB3
31677180	CHR_HSCHR6_MHC_QBL_CTG1	ABHD16A
139935185	3	CLSTN2
29800074	CHR_HSCHR6_MHC_MCF_CTG1	RPL7AP7
74482985	14	RAP1AP
55126406	12	OR9K2
155451617	4	MTCYBP17
13474977	1	LRRC38
155383107	4	AC097467.2
126413869	10	LINC00601
122152333	4	KIAA1109
110577042	11	ARHGAP20
83575776	1	LINC01725
36226203	22	APOL2
32384937	15	DNM1P31
82973882	1	LINC01361
142751467	6	HIVEP2
82903183	1	LINC01362
142748443	6	AL023584.1
82215220	1	AC093580.1
111599498	12	ATXN2-AS
13389632	1	PRAMEF17
152380546	6	SYNE1-AS1
152112759	6	AL078582.1
169986597	4	MFAP3L
169981747	4	AC084866.1
11685144	20	AL161938.1
82835509	11	AP001646.1
82957423	11	AP000893.1
50260303	3	U73166.1
82963681	11	AP000893.2
53069938	1	AL445183.1
75441159	17	TMEM94
116210493	7	TES
57422464	5	SALL4P1
57395060	5	AC025470.2
57480016	5	ACTBL2
49013106	18	AC016866.3
183806457	3	YEATS2-AS1
87952527	14	FAM35CP
102362963	14	TECPR2
87810982	14	AL136501.1
127436207	2	IWS1
150293720	1	MRPS21
183697818	3	YEATS2
148791102	3	CPB1
87837820	14	GALC
33771202	6	LEMD2
78581675	11	COPS8P3
88252730	15	NTRK3-AS1
102963460	11	AP001486.3
142251847	6	AL360007.1
103045237	11	AP001486.1
87859751	15	NTRK3
31281593	22	PIK3IP1
22687659	8	EGR3
103050687	11	AP001486.2
103062076	11	DCUN1D5
150321476	1	PRPF3
23071377	8	AC107959.3
31325804	22	PATZ1
22895434	8	AC037441.2
33375002	CHR_HSCHR6_MHC_MCF_CTG1	HSD17B8
49041474	18	DYM
23020133	8	TNFRSF10B
50464496	17	CHAD
102501760	14	ANKRD9
110614027	12	TCTN1
148850933	3	AC092979.1
148824782	3	HMGB1P30
113472003	12	LHX5-AS1
113462034	12	LHX5
50426158	17	ACSF2
129066021	7	AC018639.1
52842511	1	ZYG11A
40951347	22	RBX1
129095301	7	AC011005.2
129096027	7	AC011005.3
86555320	16	AC009108.5
138777832	3	GAPDHP39
138825063	3	EEF1A1P25
38908980	19	CCER2
53326575	12	SP7
138796851	3	RPL23AP40
68642519	12	ATP5PDP4
68626870	12	RPL10P12
33161768	20	BPIFA2
11887784	19	ZNF69
32005925	CHR_HSCHR6_MHC_SSTO_CTG1	STK19B
135907812	9	AL355574.1
129117513	7	CYCSP20
91500893	1	CDC7
33378855	CHR_HSCHR6_MHC_MCF_CTG1	RING1
52881216	1	AC099677.4
129126518	7	AC011005.1
31292499	22	PIK3IP1-AS1
31643159	CHR_HSCHR6_MHC_SSTO_CTG1	APOM
154535006	4	PLRG1
40092787	17	NR1D1
129144892	7	TSPAN33
31959370	12	KIAA1551
41064052	22	AL080243.2
68030617	11	NDUFS8
41074180	22	AL080243.1
11925068	19	ZNF700
33386065	CHR_HSCHR6_MHC_MCF_CTG1	ZNF70P1
33408140	CHR_HSCHR6_MHC_MCF_CTG1	HTATSF1P1
86567251	16	FOXC2
150363091	1	RPRD2
11925075	19	AC008770.2
40058290	17	THRA
86565145	16	FOXC2-AS1
86576368	16	FOXL1
11965037	19	ZNF763
121816444	4	CCNA2
158515605	6	CACYBPP3
113679459	12	LINC01234
96000828	12	LTA4H
26321698	1	CRYBG2
49023703	18	AC016866.1
49431744	18	AC100778.1
29635855	CHR_HSCHR6_MHC_MCF_CTG1	SUMO2P1
49116301	18	AC016866.2
11939959	19	AC008770.3
158536436	6	TMEM181
113789542	12	DYNLL1P4
49205912	18	AC044840.1
62658823	12	RPL32P26
57574027	5	AC008780.1
62643982	12	PPM1H
22877972	8	AC037441.1
57614389	5	AC008780.2
31263245	1	AC114495.2
33602041	2	ATP6V0E1P3
121801317	4	EXOSC9
22713251	8	PEBP4
31259568	1	SNRNP40
57751192	5	AC106822.1
41169190	22	AL035658.1
41189727	22	LRRC37A14P
41174591	22	EP300-AS1
158609706	6	TATDN2P2
33015864	11	DEPDC7
41091786	22	EP300
86595189	16	AC009108.4
86636328	16	AC009108.2
86646301	16	AC009154.1
49502432	19	COX6CP7
22987417	8	RHOBTB2
86698118	16	AC009154.2
86720688	16	LINC02189
62755227	12	GAPDHP44
26398593	7	AC004540.1
197830685	3	AC055764.1
135932969	9	UBAC1
197850400	3	AC144530.1
112685055	4	OSTCP4
26326688	1	AL451139.1
112693459	4	WRBP1
231256097	2	AC018738.1
112693047	4	AC106864.2
86722091	16	LINC02188
231198546	2	ARMC9
183815568	3	AC131160.1
86906175	16	AC093519.1
31271346	CHR_HSCHR6_MHC_COX_CTG1	RPL3P2
31266612	CHR_HSCHR6_MHC_COX_CTG1	USP8P1
87057784	16	LINC02181
183815876	3	MAP6D1
6748293	19	AC008760.1
46742329	1	AL593856.1
89748661	15	MESP1
33187391	20	SOCS2P1
53380176	12	SP1
132136594	12	DDX51
83151331	12	RPL6P25
22123318	14	TRAV26-1
87066705	16	AC106745.1
83171590	12	AC090680.1
6737925	19	TRIP10
22132553	14	TRAV8-7
83661009	12	AC093025.1
88508591	4	NCOA4P2
22147995	14	TRAV27
84147304	12	AC090679.2
183884924	3	RPSAP31
158636474	6	DYNLT1
22155079	14	TRAV28
84154434	12	AC090679.1
124973298	8	ZNF572
183829271	3	PARL
22163238	14	TRAV29DV5
84448625	12	AC087888.1
22168429	14	TRAV30
84671598	12	AC093027.1
22177273	14	TRAV31
124996985	8	AC009908.1
22185562	14	TRAV32
22190158	14	TRAV33
22202583	14	TRAV26-2
26533121	7	KIAA0087
22207522	14	TRAV34
26538378	7	AC004947.2
22221896	14	TRAV35
22226746	14	TRAV36DV7
33193585	20	BPIFA4P
75500261	17	CASKIN2
22265749	14	TRAV37
22271968	14	TRAV38-1
22281105	14	TRAV38-2DV8
88523826	4	AC083829.2
22304054	14	TRAV39
150487364	1	TARS2
87710419	14	AL359237.1
125972188	10	FANK1-AS1
88527160	4	AC083829.1
39565160	1	AL365277.1
125960208	10	GNG10P1
110355130	11	AP000924.1
47463087	12	ADI1P3
88592423	4	HERC3
82710471	15	AC105339.1
125896539	10	FANK1
40019097	17	MED24
102327256	7	AC091390.1
46757838	1	CYP4B1
22984596	8	AC107959.1
47484689	12	AC003686.1
23068229	8	AC107959.2
39560816	1	PABPC4
79964561	18	HSBP1L1
22690150	8	AC055854.1
102337316	7	AC091390.2
161160105	6	AGPAT4-IT1
12774841	1	PRAMEF12
46777783	2	AC016722.3
161129979	6	AGPAT4
47593208	12	AC004486.1
79970811	18	TXNL4A
46852020	2	AC016722.1
46816697	2	LINC01119
12791397	1	PRAMEF1
46163303	22	FP325332.1
46150521	22	PPARA
46816668	2	LINC01118
12822686	1	LINC01784
72445754	9	AL445646.1
36172422	22	MTCO1P20
87396704	16	AC010531.3
87326987	16	FBXO31
102347206	7	SPDYE6
95996521	12	AC007298.2
33419923	CHR_HSCHR6_MHC_MCF_CTG1	HCG25
96025323	12	AC007298.1
110627841	12	HVCN1
12824605	1	PRAMEF11
113924000	1	HIPK1-AS1
22314490	14	TRAV40
148985868	3	UBQLN4P1
88521573	4	PIGY
32427901	7	AC018637.1
88520985	4	PYURF
33442379	CHR_HSCHR6_MHC_MCF_CTG1	RPS18
110429883	11	FDX1
113929192	1	HIPK1
88695915	4	NAP1L5
82725873	15	ACTG1P17
91534666	1	WDR82P2
88523810	4	AC098582.1
88143935	15	MED28P6
87317509	16	AC010531.6
82738386	15	AC105339.5
42678735	1	AC098484.2
91600171	1	AL714022.1
89752296	15	MRPL15P1
87326987	16	AC010531.7
82744223	15	AC105339.3
87296949	16	AC010531.8
36172934	22	MTCO2P20
87262759	16	AC010531.4
102545254	14	LINC02323
91642516	1	HSP90B3P
89760591	15	MESP2
87302876	16	AC010531.1
12838125	1	PRAMEF30P
87083562	16	C16orf95
9638768	17	AC118755.2
12847408	1	HNRNPCL1
98902424	3	AC091212.1
9576627	17	CFAP52
179101692	2	SESTD1
98981058	3	LINC00973
129209775	7	AC011005.4
72660470	X	BX295541.1
129188872	7	SMO
99215224	3	ACTG1P13
36174261	22	MTATP6P20
52920422	1	AC099677.1
99326377	3	AC107297.1
104724186	14	ADSSL1
99500347	3	AC078828.1
12857086	1	PRAMEF2
99507187	3	AC107029.1
52895910	1	ECHDC2
72578814	X	PHKA1
87362536	16	AC010531.5
91680343	1	TGFBR3
87268185	16	AC010531.2
87215915	16	AC136285.2
42682427	1	YBX1
139452690	7	KLRG2
87383995	16	MAP1LC3B
99598064	3	AC107029.2
50205246	3	SLC38A3
33420661	CHR_HSCHR6_MHC_MCF_CTG1	VPS52
80114943	1	AC098657.2
80124004	1	AC098657.3
80283352	1	HMGB1P18
80373364	1	AL606519.1
80451083	1	HNRNPA1P64
89784889	15	ANPEP
87212122	16	AC136285.1
80464301	1	AL596276.1
30341216	CHR_HSCHR6_MHC_COX_CTG1	HLA-N
80495903	1	AL596276.2
30349077	CHR_HSCHR6_MHC_COX_CTG1	HCG19P
38930548	19	MRPS12
80534978	1	AL136234.1
22320188	14	TRAV41
80535755	1	LINC01781
32456963	7	AC018641.1
175938929	3	AC104640.1
22332922	14	AC244502.2
81080790	1	MTND2P30
82750564	15	SNHG21
81098267	1	RPL7P10
32471513	7	SLC25A5P5
175977497	3	ACTG1P23
74285423	14	ABCD4
9589902	17	RPL19P18
38941401	19	FBXO17
49506816	19	FCGRT
81208568	1	AL357632.1
9644698	17	USP43
81209834	1	AC093154.1
176068042	3	EI24P1
82755362	15	FSD2
176069107	3	AC104640.2
176113702	3	AC117434.1
176604143	3	LINC01208
63432304	17	CYB561
176814155	3	LINC01209
176643941	3	AC092920.1
177010719	3	MTND5P15
36175167	22	MTCO3P20
139502453	7	AC005531.1
38915266	19	SARS2
236567787	2	ACKR3
139534240	7	ERHP1
139523856	7	CLEC2L
110719680	12	PPP1CC
113932569	12	AC073863.1
28147166	1	PTAFR
113816738	12	RBM19
43197227	15	EPB42
99638475	3	COL8A1
12938472	1	PRAMEF6
9647020	17	AC118755.1
72470374	9	AL596448.1
28199456	1	DNAJC8
82752884	15	AC105339.2
12916610	1	PRAMEF7
102592661	14	RCOR1
12892896	1	PRAMEF10
79957566	3	HMGB1P38
80163327	3	OSBPL9P1
80216261	3	HNRNPA3P8
80442081	3	AC108740.1
10089032	19	AC020931.1
12926162	1	PRAMEF29P
10092338	19	ANGPTL6
12879224	1	PRAMEF4
80764897	3	LINC02050
80761042	3	AC068756.1
80993868	3	LINC02027
36175857	22	MTCYBP34
102662240	14	RPL23AP11
36178554	22	MTND1P10
50450179	17	MRPS21P9
28239509	1	AL353622.1
72688950	X	PHKA1-AS1
236733382	2	AC084030.1
10385779	20	SDAD1P2
28236109	1	ATP5IF1
30920912	CHR_HSCHR6_MHC_QBL_CTG1	SFTA2
237048599	2	AC105760.1
60825132	2	LINC01185
60852260	2	RPL21P33
10086122	19	C19orf66
32007416	CHR_HSCHR6_MHC_SSTO_CTG1	C4B
46244011	22	CDPF1
45692483	19	QPCTL
31296982	1	ZCCHC17
81208193	3	AC099542.2
54608187	12	GLYCAM1
81246579	3	AC099542.1
26551822	7	AC004947.1
43131008	15	SPCS2P1
81366990	3	AC107302.1
30352921	CHR_HSCHR6_MHC_COX_CTG1	UBQLN1P1
43106225	15	AC068724.3
31697009	CHR_HSCHR6_MHC_MCF_CTG1	PRRC2A
43123279	15	TMEM62
45687454	19	SNRPD2
52925249	1	AC099677.2
38935297	19	ERVK9-11
50314631	22	CR559946.1
53423855	12	AMHR2
38915404	19	AC011455.2
50316035	22	CR559946.2
50309030	22	DENND6B
50504985	12	DIP2B
89360787	9	SEMA4D
158650014	6	SYTL3
118214669	7	ANKRD7
148991341	3	GYG1
154555208	4	AC107385.1
138889255	3	ATP5MC1P3
113527260	13	AL442125.1
138935189	3	LINC01391
113490995	13	TMCO3
79191558	11	AP001547.1
78652831	11	TENM4
22643630	1	C1QC
43115702	15	RPS3AP47
43184079	15	AC068724.1
84859488	12	SLC6A15
177037405	3	TBL1XR1-AS1
43185118	15	CCNDBP1
241869600	2	RTP5
177019340	3	TBL1XR1
242001209	2	AC093642.2
132144448	12	NOC4L
242025183	2	AC093642.1
79092848	11	AP002957.1
241970683	2	LINC01238
74289127	14	AC005519.1
78749250	11	AP002768.1
241893985	2	AC131097.2
32000375	12	AC016957.2
32007127	12	AC016957.1
113511747	13	AL442125.2
32072734	12	AC048344.2
134744252	7	CALD1
241881363	2	LINC01237
32100485	12	AC048344.3
21266082	1	AL031005.1
114077133	12	AC010183.1
21293290	1	AL031728.1
242047695	2	LINC01880
114097682	12	HAUS8P1
158725747	6	AMZ2P2
145052378	8	C8orf33
114080381	12	AC010183.2
33214920	20	AL121901.1
21217247	1	ECE1
114104542	12	GLULP5
22652762	1	C1QB
30404517	CHR_HSCHR6_MHC_COX_CTG1	MICC
114238970	12	LINC02459
124998497	8	SQLE
183895900	3	CYP2AB1P
150508062	1	ECM1
26637871	7	C7orf71
32104117	12	AC048344.1
118880103	7	GTF3AP6
32352349	12	AC026356.2
30930561	CHR_HSCHR6_MHC_QBL_CTG1	DPCR1
132169823	12	AC138466.3
32106835	12	BICD1
132186735	12	LINC02361
118950386	7	AC092098.1
132190213	12	AC138466.1
30935539	CHR_HSCHR6_MHC_QBL_CTG1	HCG21
33217310	20	BPIFA3
102770040	14	AL132801.1
119178177	7	AC079791.1
119704556	7	LINC02476
114353931	12	TBX5
120141016	7	AC004872.1
120168345	7	AC004946.1
26361634	1	ZNF683
120273668	7	KCND2
120746738	7	AC004888.1
237059434	2	AC105760.2
138944224	3	FOXL2
57556276	3	PDE12
197889075	3	IQCG
237085312	2	COPS8
33636502	2	HNRNPA1P61
57890327	5	LINC02225
138947234	3	FOXL2NB
32025384	CHR_HSCHR6_MHC_SSTO_CTG1	C4A-AS1
47160082	2	CALM2
242087351	2	LINC01238
32339368	12	AC026356.1
34067226	2	LINC01318
10401009	20	MKKS
33722721	2	MYADML
32109076	12	AC048344.4
32227410	12	AC016954.1
30456371	CHR_HSCHR6_MHC_COX_CTG1	TMPOP1
30458739	CHR_HSCHR6_MHC_COX_CTG1	SUCLA2P1
33839782	2	SLC25A5P2
31346777	22	LINC01521
33706886	2	LINC01317
22477707	14	TRAJ58
136006537	9	NACC2
22439007	14	TRDD2
31333067	1	AL451070.1
22455249	14	TRDJ4
22475316	14	TRAJ61
22476553	14	TRAJ59
154562956	4	FGB
22481697	14	TRAJ55
30973281	CHR_HSCHR6_MHC_QBL_CTG1	MUC21
22462932	14	TRDC
127672935	3	ABTB1
22417836	14	AC244502.3
22478872	14	TRAJ57
29656787	CHR_HSCHR6_MHC_MCF_CTG1	MOG
22380680	14	AC244502.1
26922110	7	RPL7AP38
10413520	20	AL034430.1
136107808	9	AL138781.1
26982768	7	HMGB3P20
26667062	7	SKAP2
112738672	4	AC017007.3
112788083	4	RPL7AP30
46255663	22	PKDREJ
112797050	4	AC017007.4
42058354	22	NAGA
22450089	14	TRDJ1
136114581	9	TMEM250
22422371	14	TRDV2
31000494	CHR_HSCHR6_MHC_QBL_CTG1	AL805909.2
22476306	14	TRAJ60
62965325	12	RPL14P1
22459098	14	TRDJ3
22449113	14	TRDD3
63002469	12	AC078814.2
22482287	14	TRAJ54
31046189	CHR_HSCHR6_MHC_QBL_CTG1	AL805909.1
22479521	14	TRAJ56
114408191	12	TBX5-AS1
63004338	12	AC078814.1
22469041	14	TRDV3
63003553	12	LDHAL6CP
22456689	14	TRDJ2
31103629	CHR_HSCHR6_MHC_QBL_CTG1	C6orf15
22438547	14	TRDD1
114548854	12	AC069240.1
89449558	9	PA2G4P6
89472237	9	AL590233.1
114588194	12	OSTF1P1
114621761	12	AC010177.1
55966769	12	CDK2
150515757	1	FALEC
142301854	6	ADGRG6
31107496	CHR_HSCHR6_MHC_QBL_CTG1	CDSN
31129969	CHR_HSCHR6_MHC_QBL_CTG1	PSORS1C2
114670254	12	TBX3
123283593	3	AC112503.1
31107156	CHR_HSCHR6_MHC_QBL_CTG1	PSORS1C1
123282296	3	ADCY5
17922840	8	PCM1
118132128	2	AC093901.1
82809628	15	WHAMM
118833700	2	LINC01956
118982579	8	AC107953.1
13029339	1	PRAMEF28P
169392857	4	NEK1
43179793	15	AC068724.4
46956615	2	AC093732.2
42001069	22	SLC25A5P1
47067822	2	AC073283.1
28539318	21	LINC00161
47035279	2	AC093732.1
26410778	1	LIN28A
47065941	2	AC073283.3
41998725	22	WBP2NL
33076149	11	LINC00294
28439346	21	AF165147.1
46899275	2	AC016722.2
68050740	11	AP002807.1
33077188	11	CSTF3
101223941	8	AP001330.3
47045538	2	STPG4
101261541	8	AP001330.2
197949980	3	RPL35A
30475795	CHR_HSCHR6_MHC_COX_CTG1	RANP1
47699401	12	AC004241.3
68052859	11	CHKA
118842171	2	EN1
101287445	8	AP001330.1
47661249	12	RPAP3
101337496	8	AP001330.4
42733093	1	CLDN19
119062942	8	AC107953.2
118995452	8	COLEC10
30479321	CHR_HSCHR6_MHC_COX_CTG1	HLA-E
46916157	2	TTC7A
102777476	14	TRAF3
150574551	1	MCL1
33161657	11	CSTF3-AS1
33075566	11	PIGCP1
89490719	16	SPG7
33039417	11	TCP11L1
32030196	3	RPL21P40
29672300	CHR_HSCHR6_MHC_QBL_CTG1	ZFP57
31981771	3	ZNF860
31794470	3	ZNF587P1
42746335	1	P3H1
150560202	1	ADAMTSL4-AS1
31704058	3	OSBPL10-AS1
139005806	3	MRPS22
63055275	12	RSL24D1P5
150549369	1	ADAMTSL4
109366514	6	CD164
29708017	CHR_HSCHR6_MHC_QBL_CTG1	ZDHHC20P1
183919934	3	ABCC5
68039016	11	TCIRG1
63142759	12	AVPR1A
31657890	3	OSBPL10
242122287	2	SEPT14P2
242088633	2	LINC01881
63151065	12	AC135584.1
158818011	6	EZR-AS1
63271404	12	HNRNPA1P69
110744549	12	AC144522.1
158765741	6	EZR
63292625	12	AC026116.1
110831779	12	AC002375.1
110841538	12	RPL29P25
123490820	3	HACD2
242119856	2	CICP10
99604556	14	AL160313.1
110846769	12	CCDC63
55954105	12	PMEL
33190062	11	RPL29P23
102363872	7	PRKRIP1
139019031	3	PRR23B
22710839	1	EPHB2
139232992	3	PISRT1
132275391	12	AC148477.3
139042102	3	PRR23C
139005468	3	PRR23A
139349024	3	AC024933.1
132279256	12	AC148477.5
139104185	3	BPESC1
132282814	12	AC148477.4
132277349	12	AC148477.2
139081654	3	RPL7L1P7
12043805	19	ZNF878
132196372	12	GALNT9
139355600	3	COPB2
12014732	19	ZNF433
136122521	9	AL138781.2
136196250	9	LHX3
127689062	3	MGLL
102364162	7	AC091390.4
109382795	6	AL359711.2
11987617	19	ZNF433-AS1
102380465	7	AC091390.3
150548562	1	AL356356.1
32063974	3	NIFKP7
13049476	1	PRAMEF27
46267961	22	TTC38
118949306	2	AC013457.1
118942166	2	MARCO
12017888	19	AC008770.1
13060869	1	HNRNPCL3
13068677	1	PRAMEF25
150600851	1	ENSA
241478316	2	AC005104.2
123610049	3	MYLK
132200436	12	AC138466.4
13095179	1	PRAMEF34P
132329850	12	AC148477.1
38330785	CHR_HSCHR17_7_CTG4	SRCIN1
241492674	2	STK25
132332005	12	AC148477.7
132351855	12	AC148477.8
132360734	12	AC148477.6
132362810	12	AC148477.9
132424504	12	AC148476.1
132457160	12	AC079031.1
132462242	12	AC079031.2
66622760	3	AC104440.1
46891639	1	AL731892.1
46843095	1	CYP4Z2P
132489551	12	FBRSL1
103403512	11	MTCO2P15
103402588	11	MTATP6P15
31618491	22	PISD
84939524	12	AC128657.1
66744451	11	C11orf80
103409580	11	AP003461.1
129225023	7	AHCYL2
103407441	11	MTND1P36
46901870	2	MCFD2
81585941	1	AC117944.1
85014311	12	TSPAN19
81596157	1	AL138799.3
125024260	8	WASHC5
81505099	1	AL138799.2
103109431	11	DYNC2H1
38401836	CHR_HSCHR17_7_CTG4	AC006449.8
132565071	12	AC131212.2
132550729	12	AC131212.3
81306160	1	ADGRL2
132593031	12	AC131212.1
132603150	12	LRCOL1
56011051	7	PSPH
22835713	1	AL512444.1
154583126	4	FGA
32033807	CHR_HSCHR6_MHC_SSTO_CTG1	TNXB
113979391	1	OLFML3
57597715	3	ARF4-AS1
150646225	1	GOLPH3L
57571363	3	ARF4
58108082	5	LINC02101
114001433	1	AL591742.1
114032393	1	AL591742.2
37485935	9	POLR1E
31559483	22	AL096701.1
31454251	22	AL096701.3
31538352	22	AL096701.2
242175181	2	RPL23AP88
198038321	3	LMLN-AS1
150698060	1	HORMAD1
85036314	12	LRRIQ1
125091679	8	NSMCE2
197960200	3	LMLN
31436977	22	EIF4ENIF1
111290862	1	CHIA
79225694	4	NAA11
54440401	X	TSR2
78971748	4	LINC01088
28247144	1	AL353622.2
66771246	11	FTLP6
32030953	CHR_HSCHR6_MHC_SSTO_CTG1	CYP21A2
66842835	11	RCE1
54445454	X	FGD1
184006338	3	ABCC5-AS1
55966838	12	AC025162.1
30060589	CHR_HSCHR6_MHC_DBB_CTG1	RNF39
99802699	3	AC069222.1
104753100	14	SIVA1
114713811	12	AC026765.2
10435303	20	SLX4IP
30057032	CHR_HSCHR6_MHC_DBB_CTG1	PPP1R11
10612861	20	AL035456.1
99645110	14	HHIPL1
37490421	9	AL158156.1
46929177	1	CYP4A11
71565660	16	TAT
58161197	5	PGAM1P1
66761575	11	C1QBPP2
125040684	8	WASHC5-AS1
125348196	8	AC084083.1
119165034	8	MAL2
123689644	3	MYLK-AS2
54630811	12	LACRT
71565789	16	TAT-AS1
123715851	3	AC020634.1
123585542	3	MYLK-AS1
91949371	1	BRDT
45714387	19	AC007191.1
119215111	8	MAL2-AS1
45710629	19	FBXO46
35008551	10	CUL2
28872191	21	N6AMT1
81612790	3	AC017015.1
71475761	5	AC138832.1
71537652	5	HMGN1P12
81612238	3	SETP6
105489855	14	TEDC1
120787320	7	TSPAN12
81489699	3	GBE1
71455615	5	BDP1
121824440	4	BBS7
47782722	12	HDAC7
10637684	20	JAG1
119084866	11	HMBS
150730196	1	CTSS
63760358	12	AC084357.1
31399523	22	DRG1
63623788	12	AC084357.2
28259527	1	SESN2
63682523	12	AC084357.3
63558913	12	DPY19L2
54644591	12	DCD
119156243	2	C1QL2
111323833	1	AL356387.2
111317600	1	AL356387.1
114089291	1	SYT6
154818491	5	FAXDC2
111346288	1	PIFO
129410113	7	AC009244.1
66637149	3	RPL21P41
28329002	1	MED18
38211006	19	DPF1
150780272	1	AL356292.1
54682973	12	AC079310.1
51712469	12	HNRNPA3P10
111353275	1	CHIAP3
127915232	3	KBTBD12
31488688	22	SFI1
85263544	12	AC133794.1
10672928	20	AL050403.2
51590266	12	SCN8A
150796208	1	CTSK
85280107	12	ALX1
10753090	20	LINC01752
72741152	9	RPS27AP15
10753278	20	AL135937.1
10875333	20	AL050403.1
63779803	12	RXYLT1
72521608	9	TMC1
10888582	20	FAT1P1
85318060	12	AC131532.1
85567878	12	AC126471.1
45733251	19	BHMG1
5428731	7	AC092171.5
198053522	3	ANKRD18DP
5426277	7	AC092171.3
5425770	7	AC092171.4
79604967	11	AP001978.1
154604134	4	FGG
114206427	1	AL121999.1
114279011	1	MRPL57P1
114353986	1	AL035410.2
150800473	1	UBE2D3P3
104769349	14	AKT1
63808845	12	TMEM5-AS1
179732850	5	MAML1
63822021	12	PABPC1P4
63651627	12	AC027667.1
154857553	5	CNOT8
39624153	1	HEYL
42834681	1	AL512353.1
179793980	5	LTC4S
42767292	1	AC098484.3
39633416	1	AL035404.2
241356243	2	FARP2
155003448	7	PAXIP1-AS1
42785007	1	TMEM269
42807052	1	SVBP
155074599	7	AC093726.3
155070324	7	HTR5A
42775813	1	AC098484.1
42767269	1	C1orf50
155067067	7	HTR5A-AS1
79966805	11	AP001541.1
150809705	1	ARNT
79987513	11	AP001284.1
42817088	1	ERMAP
132618776	12	P2RX2
72655832	9	RPS20P24
39659121	1	NT5C1A
17695267	11	AC124301.2
17695022	11	AC124301.1
17719568	11	MYOD1
155106062	7	AC092628.2
155106400	7	AC092628.1
53441605	12	PRR13
39678648	1	HPCAL4
52314296	10	DKK1
46967679	1	CYP4A26P
8920076	11	C11orf16
85781892	12	AC137768.1
46994382	1	CYP4A43P
155196563	7	AC099552.1
71626161	16	MARVELD3
85800697	12	RASSF9
155204147	7	AC099552.3
47000898	1	CYP4A27P
155222903	7	AC099552.4
121870583	4	AC079341.2
47002995	1	CYP4A44P
155267299	7	AC099552.2
155295918	7	AC144652.1
85874295	12	NTS
71637835	16	PHLPP2
155297776	7	INSIG1
105487199	14	AL928654.3
103402013	11	MTCO3P15
8911139	11	AKIP1
103406213	11	MTND2P26
103404309	11	MTCO1P15
47023568	1	CYP4X1
155356985	7	BLACE
128051641	3	SEC61A1
33235995	20	BPIFA1
53464468	12	PCBP2-OT1
155382076	7	AC008060.1
53479669	12	MAP3K12
155399922	7	AC008060.4
105486317	14	CRIP1
155421206	7	AC008060.3
51809705	12	AC068987.2
155458129	7	EN2
152121684	6	SYNE1
47067488	1	CYP4Z1
18017564	11	TPH1
119223831	2	STEAP3
47164510	1	MTND1P34
47137435	1	CYP4A22
128153454	3	EEFSEC
104769349	14	AL583722.2
54802746	12	VDAC1P5
81762706	3	AC017015.2
155474206	7	CNPY1
128064778	3	RUVBL1
53441741	12	AC023509.1
76114659	4	NUP54
29724118	CHR_HSCHR6_MHC_QBL_CTG1	RPL23AP1
71723180	16	AC009097.4
54830519	12	MUCL1
29745740	CHR_HSCHR6_MHC_QBL_CTG1	HCG9P5
71655027	16	AC009097.1
29739180	CHR_HSCHR6_MHC_QBL_CTG1	MICE
71623708	16	AC009097.2
53452102	12	PCBP2
119244422	2	STEAP3-AS1
29720428	CHR_HSCHR6_MHC_QBL_CTG1	HCG4P11
28887280	21	HSPD1P7
17788048	11	SERGEF
155474256	7	AC009403.2
29720222	CHR_HSCHR6_MHC_QBL_CTG1	HLA-F
5475804	7	AC092171.2
5431335	7	FBXL18
119416306	8	NOV
81840547	3	AC129807.1
155644451	7	RBM33
114768674	12	AC026765.1
114894632	12	AC009804.2
81986138	3	LINC02008
114929757	12	AC009804.1
119419910	8	AC021733.1
82319172	3	RPL7AP23
115077325	12	AC008125.1
28901779	21	THUMPD1P1
115263170	12	AC078880.1
109269634	13	AL161431.1
115299588	12	AC078880.3
109281973	13	LINC00370
